Lyric,Artist,Title
mother cardi sister megan thee stallion new believers in this church there's some new believers in this church there's some new believers in this church there's some new believers in this church halt i said bible study freak seven days a week worship and prayer lose that church session streak mother cardi yeah yeah yeah yeah yeah you prayin' with some worship and prayer bring a bible and a rosary for this worship and prayer give me everything you got for this worship and prayer nun cardi sister megan thee stallion beat it up heathen catch charge extra large and extra hard put this bible right in your face swipe your nose like a credit card hop on top i wanna ride horse i do a prayer while i'm inside church remove my sin baptise without your lies this prayer is holy come take a dive redeem me up like i'm suprised let's roleplay i'll wear a tunic i want you to park hearse right in the holy verse make it fast make me last out in public make a scene i don't sin i don't curse but let me tell you how i got this ring amen sister megan thee stallion pray with me worship with me light a candle yeah quick jump out before you get in the sin inside of me yeah i tell the priest where to put the bible always tell him where you're going to be amen i'll run down the alter before satan runs after me hey hey hey talk your words of prayer get no layers yeah ask for a hearse while you transport the dead transport the dead you really aren't going to sin for his prayer aye father already made his mind up before he arrived aye aye now get your cassock and cape for this worship and prayer aye aye amen he bought a bible just for this worship and prayer aye aye amen paid my tuition just to pray for the lord and saviour jesus christ mother cardi sister megan thee stallion look we don't need adultery don't need facism need a bible need a priest don't need sin i need purity with the old testament in it hope it preaches out loud he got some red wine then that's when i'm needed wagyu a just like his bread he got a bible well i'm tryna pray for it i let him pray now he holy i don't wanna spit i wanna pray i wanna worship i wanna pray i want you to pray against the sins of your family and yourself my recital game is pure holy water it's going in sinful and it's coming out holy i rebuke on his sin and now he tryna sign me amen 4 sister megan thee stallion your honor i'm a priest templar sword holy bible switch my sin make him feel like he preachin' put him on his knees give him something to believe in never lost a fight but i'm lookin' for a father amen in the religious ranks i'm the one preaching for you if he ate my bread he's a blood drinker red wine big b stands for big bible i could make you preach before i ever baptise you you can't hurt my feelings but i like the preaching if he prays for me and ask who is it when i ride that hearse i'm going to say his name mother cardi yeah yeah yeah yeah you preaching with some worship and prayer bring a bible and a rosary for this worship and prayer give me everything you got for this worship and prayer now from the top jesus drops that's some worship and prayer i'm talkin' wap wap wap that's some worship and prayer bread and wine on a plate that's some worship and prayer alter man there's some new believers in this church there's some new believers in this church there's some new believers in this church there's some new believers in this church there's some new believers in this church there's some new believers in this church there's some new believers in this church there's some new believers in this church there's some new believers in this church there's some new believers in this church,Cardi B,WAP (Worship and Prayer)
verse i'm seein' all my business while i scroll on the phone i was hopin' that we can have this moment alone but ain't no secret that the internet is safe with and with these blogs it seems that nothing is sacred i ain't even need to and i love you to death performed live on tv i hid you under my dress we did the ruffles the fur coats a hundred different ways but seems like you getting larger every day i'm overwhelmed the pressure startin' to swell the time to turn in my album is winding down so i locked in started workin' i was driven hearing public opinions about my private decisions and that right there see love to drive you crazy complete strangers talkin' 'bout my baby comin' from people that never used to check for me they wrote opinions but nothin' off the registry cardi you so stupid you gon' ruin your career i know i won't but if i did i wouldn't care i started winnin' when the whole world was doubtin' on me think i'ma lose when my lil' baby countin' on me,Cardi B,Song For Kulture’s 1st Birthday
cardi b look i just want to break up all your ____ call your momma phone let her know that she raised a _____ then dial tone click and ____ your little fake ___ friends come around like a light game of thrones i see that little group text where you all like to brag about yo ___s and you can tell your little _____ 'i screenshotted all your naked pics' oh you wanna send nudes to my man break up and see your boobs on 'the gram' lil' _____ i cannot stand you right hand to jesus i might just cut all the tongues out your sneakers smash your tv from best buy you gon' turn me into lefteye i don't want to hear 'bout invasion of privacy i had a feelin' of the chances you lyin' to me i'm holdin' back everything that's inside of me how you gon' ____ with a _____ that follow me pre ali tamposi and cardi b my heart is beating like it's bleedin' out you sleepin' you sleepin' you sleepin' sleepin' like a baby everyone was right about you now you creepin' you creepin' you creepin' ali tamposi and cardi b i went through your phone last night i went through your phone last night saw some things i didn't like i went through your phone last night it's killin' me killin' me killin' me oh cardi b all i can see is you and her in different scenarios beyoncé on my stereo resentment on repeat i'ma make you bowl of cereal with a teaspoon of bleach serve it to you like here you go _____ bon appétit look you serve it to her raw you love her or nah you risk your whole home for a ___ from the bar you really want them ___s you can have them _____es you don't even cheat with no badder _____es this ____ is eatin' me you sleepin' peacefully gettin' more mad at you thinkin' 'bout stabbin' you don't even you this close to dyin' you gon' wake up like why you got an attitude pre ali tamposi and cardi b my heart is beating like it's bleedin' out you sleepin' you sleepin' you sleepin' sleepin' like a baby everyone was right about you now you creepin' you creepin' you creepin' ending ali tamposi and cardi b i went through your phone last night i went through your phone last night saw some things i didn't like i went through your phone last night it's killin' me killin' me killin' me oh it's killin' meeee it's killin' me killin' me oh it's killin' meeee it's killin' me killin' me oh it's killin' meeee i went through your phone last night i went through your phone last night saw some things i didn't like i went through your phone last night it's killin' me killin' me oh,Cardi B,Thru Your Phone (Clean)
i hate when i'm using a guy and shit and they start catching feelings and like no matter what i tell them like they just don't stop liking me like i be like listen i'm a hoe i don't cook i don't clean like trust me you don't want me to be the mother of your kids i don't like motherinlaws and they just be on some sooo you don't gotta meet my mom like nigga you don't fucking get it though i dont do no sauce niggas lil bitch pop a pill i abort niggas lil bitch and i don't save them i export niggas lil bitch you niggas ass salad tossed niggas lil bitch repeat always talking about what you got so what you got always talking about you run that block nigga really what block always talking about your shooters ha so who y'all shot always talking about your foreign whips nigga really what lot always talking about y'all niggas scam okay you scam but your bank account got 0 dollars so what's the plan boy you lying using hella filters this ain't the gram boy i'm hot i use you to cool me down nigga use the fan i dont do no sauce niggas lil bitch pop a pill i abort niggas lil bitch and i don't save them i export niggas lil bitch you niggas ass salad tossed niggas lil bitch repeat some of you niggas is really too soft i do y'all like frisbees you niggas get tossed always emotional blinging my line go find nemo and nigga get lost cannot talk spicy cause you are not hot you are just sauce you bought me a chain a ring and a watch but how much it cost it's not expensive then he is a not i'm cutting him off they be like cardi why you so cold nigga i don't defrost and i mean it y'all fiending why you scheming you sauce you false won't comment i red beam him i dont do no sauce niggas lil bitch pop a pill i abort niggas lil bitch and i don't save them i export niggas lil bitch you niggas ass salad tossed niggas lil bitch repeat,Cardi B,Sauce Niggaz
boy you a trick trick trick trick trick trick you ain't nothing but a trick trick trick trick trick you catching feelings like a ho you's a trick trick trick trick trick no love no love for a trick trick trick trick trick no love no love for a rule number one if you ain't paying that's a no rule number two tricks wait at the door rule number three don't you tell me about your kids cause i don't give a fuck nigga i'll tell you how it is rule number four you ain't never fucking raw no matter how much money is involved fuck you thought rule number five i need unlimited supply whatever i want you buy rule number six when we in the club don't be taking all the pics pay for the licks you ain't getting no kiss nigga i ain't your bitch nigga you ain't shit nigga no hugs no love you's a boy you a trick trick trick trick trick trick you ain't nothing but a trick trick trick trick trick you catching feelings like a ho you's a trick trick trick trick trick no love no love for a trick trick trick trick trick no love no love for a rule number seven when you take me out to eat after that day you can't see me for the week rule number eight you can't call me babe boy we don't relate let's get that shit straight rule number nine i ain't tryna wine and dine i'm just tryna shop bust a nut then goodbye rule number ten when that bank account ends i find a new trick let the new games begin i'm such a ho ass bitch big thot big thot you thought i like you for you noooo you think we have something in common boy you a trick trick trick trick trick trick you ain't nothing but a trick trick trick trick trick you catching feelings like a ho you's a trick trick trick trick trick no love no love for a trick trick trick trick trick no love no love for a,Cardi B,Ten Trick Commandments
mumumurda bardi woohoo i thought all told these bitches they don't want it with me bardi got a bitch trippin out cuz i told i'm running down in dat ass scary hoes got to trippin' when they see doing good ya they got really scared cuz i be in and out da hood y'all don't know my story so don't fucking judge i say what i want when i want to and whenever possible upcoming song for cardi b's second album,Cardi B,Clean it Up
worry 'bout all these new haters not at all try to knock me down till i fall till i fall name it take it im with all this shit youre not invited to the cookout hoe you sucked my mans dick now youll suck my dust tho,Cardi B,Name it
said im a boss im a whole lot to deal with bitch you broke and it look like you steal shit thats why you screenshot my pics and post it in your group chat only way yall hoes will see a real bitch and i aint playing tennis hoe so i aint going back and fourth dont be talking behind my back come and get it from the source on god i aint playing games with you hoes why cuz hating is a broke bitch sport look im a fucking bad bitch and a shooter mami slash rapper slash entrepreneur he wanna lick me from the cooter to the tooter bitch worse night mare hoe im freddy kruger still the same hoe with a new bag uh see yo nigga put this pussy on his durag yea say you lucky that im married i dont want yo nigga but i got single homegirls and they will fuck yo nigga they be watching every time that i post hoes for nothing always gotta do the most bitch it sound like you broke,Cardi B,Broke
lyrics from snippet my bitches right there there my riches right too too youn don't touch it my diamonds diamonds diamonds are the metaphysical,Cardi B,Diamonds*
cardi b cardi okurr cardi b i got kim on board i got these hoes mad i beat these hoes fag remy is the new kim i brought a couple records quick i hopped on some dck i got a song with ariana btch sick some dck sugar daddy,Cardi B,Hoes Mad
snippet lyrics i won't change for nobodynobody won't pick no more bread for nobodynobody i ain't nobody swear i can catch with the fucken nobody bronx bitch feel my vibes seen the realest shit i had long nights starving i used to feel them shits i been slept on for a while but now im killing shit couldn't get a car but i just left the dealership yeah that won't change for nobody i done seen it all so im in a lane with nobody been a young wild bitch getting by nobody get it straight cardi ain't gunna change for nobody,Cardi B,Won’t change*
up up up ayy up uh up look this is fire once upon a time man i heard that i was ugly came from a chick who wanna touch on me i said my face bomb abs tight racks stack up shaq height jewelry on me flashlight i been lit since last night hit him with that good good make you wanna act right broke boys don't deserve no kitty i know that's right pre big bag bussin' out the bentley bentayga man balenciaga bardi back know how i give it up it's big bags bussin' out the bentley bentayga man birkin bag bardi back know how i give it up if it's up then it's up then it's up then it's stuck if it's up then it's up then it's up then it's stuck huh ayy up then it's up if it's up then it's stuck huh if it's up then it's up then it's up then it's stuck huh woo i could make the party hot i could make your body rock haters can't do nothin' with me chances are they probably not if i had a stick you'd probably lick it like a lollipop shorty speakin' capenese hit 'em with karate chop i'm forever poppin' it pullin' up and droppin' it gotta argue with him 'cause you know he love a toxic chick out here playin' gotta make him understand if ain't no ring on my finger you ain't goin' on my 'gram i said my face bomb abs tight racks stack up shaq height yeah jewelry on me flashlight huh i been lit since last night woo hit him with that good good make you wanna act right ah broke boys don't deserve no kitty i know that's right pre big bag bussin' out the bentley bentayga man balenciaga bardi back know how i give it up woo it's big bags bussin' out the bentley bentayga man birkin bag bardi back know how i give it up if it's up then it's up then it's up then it's stuck if it's up then it's up then it's up then it's stuck huh ayy up then it's up if it's up then it's stuck if it's up then it's up then it's up then it's stuck huh ayy ain't messin' with me now and i can see why dirty dusty girl you got pink eye say they want smoke until i bring it to they doorstep please tell her back back breath smell like horse ah put it on him now he will never be the same he won't tatted on my back 'cause i really like the pain ah he on my i said i'm glad that you came if that had a twin i would let 'em run a skrrt pre big bag bussin' out the bentley bentayga man balenciaga bardi back know how i give it up woo it's big bags bussin' out the bentley bentayga man birkin bag bardi back know how i give it up ooh if it's up then it's up then it's up then it's stuck if it's up then it's up then it's up then it's stuck huh woo up then it's up if it's up then it's stuck woo if it's up then it's up then it's up then it's stuck huh look gotta play it safe huh no face no case hahaha,Cardi B,Up (Radio Edit)
artist cardi b song do me dat remix featuring branson forbes lyrics explicit record label region liberty records atlantic records c genius 09 cardi b shouldn't do the ting them what you do hop on top i wanna ride i do a kegel while you switch side know mi woulda buy di world fi you call me cardi spit in my mouth look in my eyes pussy is wet come take a dive shouldn't do the ting them what you do prehook x do do me dat shouldn't do do do me dat shouldn't do me dat girl do do do me dat shouldn't do do do me dat shouldn't turn your back girl 876 work hard now my whip game was on zero i thought i was your hero but little did i know you were creeping on the low how could you do this to me right now my tank is on e girl give a hook x do do me dat shouldn't do do do me dat shouldn't do me dat girl do do do me dat shouldn't do do do me dat shouldn't turn your back girl look how far were coming from from the day mon naw have no money no have no house mon bruck and hungry you tell me seh you love but as soon as you see the bling you forget every single thing what me did do for you but now them lick you down and me don't want you now so what you gonna do what you gonna do hook x do do me dat shouldn't do do do me dat shouldn't do me dat girl do do do me dat shouldn't do do do me dat shouldn't turn your back girl brige shouldn't do the ting them what you do you know me would have buy the world for you me could've buy the close them what you want to wearme work so hard me haffi ask a question why you would have cheatwhy you would have leavewhy you would've do the ting them fi displease mewhy you would have cheatwhy you would leave me hook 4x do do me dat shouldn't do do do me dat shouldn't do me dat girl do do do me dat shouldn't do do do me dat shouldn't turn your back girl,Cardi B,Do Me Dat Remix (Region Liberty Records / Atlantic Records)
faceneckhand red star right armloyalty over royalty belkis left armhennessy and flowers tommy g chestribsbacksamuel butterflies flowers and hummingbird peacock cheetah right legpeacock left legbutterflies flowers and hummingbird offset,Cardi B,Cardi B’s Tattoos
whats this now how could this happen after everything ive passed life just keeps throwing stones ive waisted too many tears they just keep coming and coming i dont even know why but ive always wondered why always wondered why why yeah too emotional too sensitive those things were my end im an angry person the shit ive been thru i never deserved since 4 i dont know the meaning of happiness nomore daddy mommy baby bestie thеy all just broke me like uhm i was nobody in this world you arе nobody everything you do you do it for yourself they dont care about you make sure you on your own the bad have the best while the good out here dying i dont regret being good but damn seems like we dont win forreal whats this now how could this happen after everything ive passed life just keeps throwing stones ive waisted too many tears they just keep coming and coming i dont even know why but ive always wondered why always taken advantage of always saw the best in the worst couldnt do them how they did me my heart and spirit wont allow that toxic useless selfish everything that i was not why me did i do yall wrong no yall just ungrateful and heartless they come and go now its worthless pain anger tears the big of my life a cycle that never seems to end every night with a tired soul i go to bed maybe its just meant to be betrayal lies fake promises,Cardi B,The Good (Unreleased)
bobby now used to cooking shit ive been slapping for one am killing shit couldnt get a copy papa just i just up the dealership yeah that wont change for nobody i can seen it all so im in the lead when nobody been a young wow bitch getting team by nobody get it straight cardi aint gonna change but nobody,Cardi B,Nobody 2
you promised the world and i fell for it i put you first and you adored it set fires to my forest and you let it burn sang offkey in my 'cause it wasn't yours i saw the signs and i ignored it rosecolored glasses all distorted set fire to my purpose and i let it burn you got off on the hurtin' when it wasn't yours yeah pre we'd always go into it blindly i needed to lose you to find me this dancing was killing me softly i needed to hate you to love me yeah to love love yeah to love love yeah to love yeah i needed to lose you to love me yeah to love love yeah to love love yeah to love yeah i needed to lose you to love me i gave my all and they all know it then you tore me down and now it's showing in two months you replaced us like it was easy made me think i deserved it in the thick of healing yeah pre we'd always go into it blindly i needed to lose you to find me this dancing was killing me softly i needed to hate you to love me yeah to love love yeah to love love yeah to love yeah i needed to lose you to love me yeah to love love yeah to love love yeah to love yeah i needed to lose you to love me you promised the world and i fell for it i put you first and you adored it set fires to my forest and you let it burn sang offkey in my to love love yeah to love love yeah to love yeah i needed to hate you to love me yeah to love love yeah to love love yeah to love yeah i needed to lose you to love me to love love yeah to love love yeah to love yeah and now the chapter is closed and done to love love yeah to love love yeah to love yeah and now it's goodbye it's goodbye for us,Selena Gomez,Lose You To Love Me
took you like a shot thought that i could chase you with a cold evenin' let a couple years water down how im feelin' about you feelin' about you and every time we talk every single word builds up to this moment and i gotta convince myself i dont want it even though i do even though i do pre you could break my heart in two but when it heals it beats for you i know it's forward but it's true i wanna hold you when i'm not supposed to when i'm lyin' close to someone else you're stuck in my head and i can't get you out of it if i could do it all again i know id go back to you post i know id go back to you oh i know i'd go back to you we never got it right playin and replayin' old conversations overthinkin' every word and i hate it 'cause its not me 'cause it's not me 'cause it's not me and what's the point in hidin' everybody knows we got unfinished business and i'll regret it if i didn't say this isn't what it could be isn't what it could be pre you could break my heart in two but when it heals it beats for you i know it's forward but it's true i wanna hold you when i'm not supposed to when i'm lyin' close to someone else you're stuck in my head and i can't get you out of it if i could do it all again i know i'd go back to you post i know i'd go back to you i know i'd go back to you i'd go back to you i'd go back to you i know i said i wasn't sure but i'd go back to you i know i'd go back to you you can break my heart in two but when it heals it beats for you i know it's forward but it's true won't lie i'd go back to you you know my thoughts are runnin' loose it's just a thing you make me do and i could fight but what's the use i know i'd go back to you i wanna hold you when i'm not supposed to when i'm lyin' close to someone else you're stuck in my head and i can't get you out of it if i could do it all again i know i'd go back to you post i'll go back to you i'll go back to you i know i'd go back to you i'd go back to you i'd go back to you i know i'd go back to you go back to you go back to you go back to you go back to you go back to you go back to you,Selena Gomez,Back to You
selena gomez take it or leave it baby take it or leave it but i know you won't leave it 'cause i know that you need it look in the mirror when i look in the mirror baby i see it clearer why you wanna be nearer pre selena gomez i'm not surprised i sympathize ah i can't deny your appetite ah selena gomez you got a fetish for my love i push you out and you come right back don't see a point in blaming you if i were you i'd do me too you got a fetish for my love i push you out and you come right back don't see a point in blaming you if i were you i'd do me too you got a fetish for my love selena gomez reaching your limit say you're reaching your limit going over your limit but i know you can't quit it something about me got you hooked on my body take you over and under and twisted up like origami pre selena gomez i'm not surprised i sympathize ah i can't deny your appetite ah selena gomez you got a fetish for my love i push you out and you come right back don't see a point in blaming you if i were you i'd do me too you got a fetish for my love i push you out and you come right back don't see a point in blaming you if i were you i'd do me too you got a fetish for my love gucci mane it's gucci the way you walk the way you talk i blame you 'cause it's all your fault you're playin' hard don't turn me off you actin' hard but i know you soft you my fetish i'm so with it all these rumors bein' spreaded might as well go 'head and whip it 'cause they sayin' we already did it call on gucci if you ever need me i'll be south beach in the drop top gleamin' water diamonds aquafina just need you in a blue bikini selena gomez you got a fetish for my love i push you out and you come right back don't see a point in blaming you if i were you i'd do me too you got a fetish for my love i push you out and you come right back don't see a point in blaming you if i were you i'd do me too you got a fetish for my love,Selena Gomez,Fetish
i was walking down the street the other day tryna distract myself but then i see your face oh wait that's someone else tryna play it coy tryna make it disappear but just like the battle of troy there's nothing subtle here in my room there's a king size space bigger than it used to be if you want you can rent that place call me an amenity even if it's in my dreams pre ooh you're taking up a fraction of my mind ooooh every time i watch you serpentine oh i'm tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' oh tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' not to think about you no no no no not to think about you no no no no oh i'm tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' oh tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' not to give in to you no no no no not to give in to you no no no no post with my feelings on fire guess i'm a bad liar i see how your attention builds it's like looking in a mirror your touch like a happy pill but still all we do is fear what could possibly happen next can we focus on the love paint my kiss across your chest if you're the art i'll be the brush pre ooh you're taking up a fraction of my mind ooooh every time i watch you serpentine oh i'm tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' oh tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' not to think about you no no no no not to think about you no no no no oh i'm tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' oh tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' not to give in to you no no no no not to give in to you no no no no post with my feelings on fire guess i'm a bad liar and oh baby let's make reality actuality a reality oh baby let's make reality actuality a reality oh oh i'm tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' oh tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' not to think about you no no no no not to think about you no no no no oh i'm tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' oh tryin' i'm tryin' i'm tryin' i'm tryin' i'm tryin' not to give in to you no no no no not to give in to you no no no no post with my feelings on fire guess i'm a bad liar,Selena Gomez,Bad Liar
yeah they fell in love one summer a little too wild for each other shiny 'til it wasn't feels good 'til it doesn't it was her first real lover his too 'til he had another oh god when she found out trust levels went way down pre of course she was sad but now she's glad she dodged a bullet mm took a few years to soak up the tears but look at her now watch her go mmmmmm mmmmmm mmmm look at her now watch her go mmmmmm mmmmmm mmmm wow look at her now mmmmmm mmmmmm mmmm look at her now watch her go mmmmmm mmmmmm mmmm wow look at her now post wow look at her now fast nights that got him that new life was his problem not saying she was perfect still regrets that moment like that night wasn't wrong wasn't right yeah what a thing to be human what a thing to be human made her more of a woman made her more of a woman pre of course she was sad but now she's glad she dodged a bullet mm took a few years to soak up the tears but look at her now watch her go mmmmmm mmmmmm mmmm look at her now watch her go mmmmmm mmmmmm mmmm wow look at her now look at her now mmmmmm mmmmmm mmmm look at her now watch her go mmmmmm mmmmmm mmmm wow look at her now post ah wow look at her now look at her now look at her now wow look at her now she knows she'll find love she knows only if she wants it she knows she'll find love she knows she knows she'll find love she knows only if she wants it she knows she'll find love she knows on the up from the way down look at her now watch her go mmmm look at her now mmmm oh she knows she'll find love she knows she will only if she wants it she knows she'll find love look at her now yeah look at her now she knows she'll find love she knows she will only if she wants it she knows she'll find love wow look at her now,Selena Gomez,Look At Her Now
produced by hitboy nick monson rock mafia written by julia michaels justin tranter selena gomez and aap rocky selena gomez i'm on my 4 carats i'm 4 carat doing it up like midas now you say i got a touch so good so good make you never wanna leave so don't so don't pre selena gomez gonna wear that dress you like skintight do my hair up real real nice and syncopate my skin to your heart beating selena gomez cause i just wanna look good for you good for you i just wanna look good for you good for you let me show you how proud i am to be yours leave this dress a mess on the floor and still look good for you good for you selena gomez i'm on my marquise diamonds i'm a marquise diamond could even make that tiffany jealous you say i give it to you hard so bad so bad make you never wanna leave i won't i won't pre selena gomez gonna wear that dress you like skintight do my hair up real real nice and syncopate my skin to how you're breathing selena gomez cause i just wanna look good for you good for you i just wanna look good for you good for you let me show you how proud i am to be yours leave this dress a mess on the floor and still look good for you good for you selena gomez trust me i can take you there trust me i can take you there trust me i trust me i trust me i aap rocky hold on take a minute love cause i ain't trying to fuck your image up like we mess around in triple cuffs stumble 'round town pull your zipper up pants sag like i don't give a i ain't trying to fuck your business up and i ain't trying to get you into stuff but the way you touchin' on me in the club rubbin' on my miniature john hancock fuck the signature any time i hit it know she finna fall through and every time we get up always end up on the news ain't worried bout no press and ain't worried bout the next bitch they love the way you dress and ain't got shit up on you jackpot hit the jackpot just met a bad bitch without the ass shots you look good girl you know you did good don't you you look good girl bet it feel good don't it selena gomez cause i just wanna look good for you good for you baby let me be good to you good to you let me show you how proud i am to be yours leave this dress a mess on the floor and still look good for you good for you selena gomez trust me i trust me i trust me i,Selena Gomez,Good for You
what the heart wants what the heart wants what the heart wants wants wants wants you got me sipping on something i can't compare to nothing i've ever known i'm hoping that after this fever i'll survive i know i'm acting a bit crazy strung out a little bit hazy hand over heart i'm praying that i'm gonna make it out alive pre the bed's getting cold and you're not here the future that we hold is so unclear but i'm not alive until you call and i'll bet the odds against it all save your advice 'cause i won't hear you might be right but i don't care there's a million reasons why i should give you up but the heart wants what it wants the heart wants what it wants you got me scattered in pieces shining like stars and screaming lighting me up like venus but then you disappear and make me wait and every second's like torture heroin drip no more so finding a way to let go baby baby no i can't escape pre the bed's getting cold and you're not here the future that we hold is so unclear but i'm not alive until you call and i'll bet the odds against it all save your advice 'cause i won't hear you might be right but i don't care there's a million reasons why i should give you up but the heart wants what it wants the heart wants what it wants the heart wants what it wants the heart wants what it wants this is a modern fairytale no happy endings no wind in our sails but i can't imagine a life without breathless moments breaking me down down down down pre the bed's getting cold and you're not here the future that we hold is so unclear but i'm not alive until you call and i'll bet the odds against it all save your advice 'cause i won't hear you might be right but i don't care there's a million reasons why i should give you up but the heart wants what it wants the heart wants what it wants the heart wants what it wants the heart wants what it wants the heart wants what it wants baby the heart wants what it wants baby it wants what it wants it wants what it wants the heart wants what it wants baby the heart wants what it wants baby,Selena Gomez,The Heart Wants What It Wants
can't keep my hands to myself no matter how hard i'm trying to i want you all to myself you're metaphorical gin and juice so come on give me a taste of what its like to be next to you won't let one drop go to waste you're metaphorical gin and juice pre cause all of the downs and the uppers keep making love to each other and i'm trying trying i'm trying trying all of the downs and the uppers keep making love to each other and i'm trying trying i'm trying but i can't keep my hands to myself my hands to myself can't keep my hands to myself my hands to myself the doctors say you're no good but people say what they wanna say and you should know if i could i'd breathe you in every single day pre all of the downs and the uppers keep making love to each other and i'm trying trying i'm trying trying all of the downs and the uppers keep making love to each other and i'm trying trying i'm trying but i can't keep my hands to myself my hands to myself can't keep my hands to myself my hands to myself can't keep my hands to myself i want it all no nothing else can't keep my hands to myself give me your all and nothing else oh i i want it all i want it all i want it all can't keep my hands to myself i mean i could but why would i want to my hands to myself can't keep my hands to myself my hands to myself can't keep my hands to myself i want it all no nothing else can't keep my hands to myself give me your all and nothing else can't keep my hands to myself produced by matt man max martin da robin written by julia michaels justin tranter matt man max martin da robin,Selena Gomez,Hands to Myself
no one love you like i love ya never cheat never lie never put no one above ya i gave you space and time now you're telling me you miss it and i'm still on your mind we were one in a million and love is hard to find pre do you stay up late just so you don't dream every time your lips touch another i want you to feel me i want you to feel me every time you dance with somebody i want you to feel me i want you to feel me post do your days get a little bit longer nights get a little bit colder heart beat a little bit louder oh do you feel me days get a little bit longer feel me nights get a little bit colder feel me heart beat a little bit louder oh when you're running who you run to where do you go to hide when she ain't giving you enough to get you through the night won't be caught up in the middle of your highs and your lows baby long as you're not with me you'll always be alone pre do you stay up late just so you don't dream every time your lips touch another i want you to feel me i want you to feel me every time you dance with somebody i want you to feel me i want you to feel me post do your days get a little bit longer nights get a little bit colder heart beat a little bit louder oh do you feel me days get a little bit longer feel me nights get a little bit colder feel me heart beat a little bit louder oh do you feel me feel me feel me oh feel me feel me feel me every time your lips touch another i want you to feel me i want you to feel me every time you dance with somebody i want you to feel me i want you to feel me post do your days get a little bit longer nights get a little bit colder heart beat a little bit louder oh do you feel me days get a little bit longer feel me nights get a little bit colder feel me heart beat a little bit louder oh every time your lips touch another oh every time you dance with somebody,Selena Gomez,Feel Me
produced by benny blanco and stargate written by benny blanco charli xcx mikkel s eriksen ross golan tor erik hermansen selena gomez take away your things and go you can't take back what you said i know i've heard it all before at least a million times i'm not one to forget you know pre selena gomez i don't believe i don't believe it you left in peace left me in pieces too hard to breathe i'm on my knees right now selena gomez with charli xcx i'm so sick of that same old love that shit it tears me up im so sick of that same old love my body's had enough ohohoh that same old love ohohoh that same old love im so sick of that same old love feels like i've blown apart im so sick of that same old love the kind that breaks your heart ohohoh that same old love ohohoh that same old love selena gomez i'm not spending any time wasting tonight on you i know i've heard it all so don't you try and change your mind cause i won't be changing too you know pre selena gomez you can't believe still can't believe it you left in peace left me in pieces too hard to breathe i'm on my knees right now 'ow selena gomez with charli xcx i'm so sick of that same old love that shit it tears me up im so sick of that same old love my body's had enough ohohoh that same old love ohohoh that same old love im so sick of that same old love feels like i've blown apart im so sick of that same old love the kind that breaks your heart ohohoh that same old love ohohoh that same old love i'm so sick of that so sick of that love i'm so sick of that so sick of that love i'm so sick of that so sick of that love i'm so sick of that so sick of that love selena gomez with charli xcx i'm so sick of that same old love that shit it tears me up im so sick of that same old love my body's had enough ohohoh that same old love ohohoh that same old love im so sick of that same old love feels like i've blown apart im so sick of that same old love the kind that breaks your heart ohohoh that same old love ohohoh that same old love,Selena Gomez,Same Old Love
baby you've been so distant from me lately and lately dont even wanna call you baby pre saw us gettin' older older burnin' toast in the toaster my ambitions were too high waiting up for you upstairs upstairs why you act like im not there baby right now it feels like it feels like you don't care why don't you recognize i'm so rare always there you don't do the same for me that's not fair i don't have it all i'm not claiming to but i know that im special so special yeah and ill bet there's somebody else out there to tell me im rare to make me feel rare baby don't make me count up all the reasons to stay with you no reason why you and i are not succeeding ahah mmm ah ah pre saw us gettin' older oh burnin' toast in the toaster ahha my ambitions were too high too high waiting up for you upstairs upstairs why you act like im not there ahha baby right now it feels like what it feels like you don't care why don't you recognize i'm so rare i'm so rare always there you don't do the same for me that's not fair i don't have it all i'm not claiming to but i know that i'm special so special yeah and i'll bet there's somebody else out there to tell me i'm rare to make me feel rare yeah yeah i'm not gonna beg for you i'm not gonna let you make me cry ah nah nah make me cry not getting enough from you nooh didn't you know i'm hard to find find hard to find pre saw us gettin' older burnin' toast in the toaster my ambitions were too high too high waiting up for you upstairs why you act like i'm not there baby right now it feels like it feels like you don't care you don't care why don't you recognize i'm so rare so rare i'm always there you don't do the same for me that's that's not not fair i don't have it all i don't have it all i'm not claiming to i'm not claiming to but i know that i'm special so special yeah and i'll bet there's somebody else out there to tell me i'm rare to make me feel rare ooh yeah ah ah so rare rare ah ah rare,Selena Gomez,Rare
